ENTITY_ID,Operator,12 Month Cum BOE (20:1),Lat,Long,Bakken, Lateral Length ,Slickwater,"Proppant, mmlbs","Fluid, mbbl"
128122399,Whiting,"195,000",48.1,-102.4,1," 9,737 ",0, 2.7 , 33.7 
128545361,Marathon,"89,000",47.9,-102.5,0," 9,405 ",0, 2.6 , 46.3 
128545241,Continental,"54,000",48.2,-103.2,1," 9,635 ",0, 2.7 , 50.2 
128275209,Continental,"105,000",48.0,-103.4,0," 12,310 ",0, 3.4 , 75.9 
128176127,Marathon,"111,000",47.9,-102.5,1," 9,441 ",0, 2.6 , 37.1 
128335378,XTO,"104,000",48.2,-103.0,0," 9,367 ",0, 2.6 , 79.2 
128593983,QEP,"102,000",47.8,-102.8,1," 9,974 ",0, 2.8 , 66.5 
128176116,HRC,"142,000",47.6,-102.7,0," 9,850 ",0, 2.7 , 84.5 
128261760,Marathon,"157,000",47.9,-102.6,1," 11,769 ",0, 3.3 , 64.5 
128261067,Marathon,"161,000",47.8,-102.6,1," 9,380 ",0, 2.6 , 29.0 
128901145,Hess,"70,000",48.1,-103.3,0," 9,001 ",0, 2.5 , 37.9 
128901384,Hess,"63,000",48.1,-103.3,0," 9,010 ",0, 2.5 , 39.9 
128943515,Hess,"59,000",48.2,-102.7,1," 9,035 ",0, 2.5 , 38.9 
128176569,Hess,"146,000",48.2,-102.9,1," 9,590 ",0, 2.7 , 58.9 
128997800,Hess,"69,000",48.2,-102.8,0," 8,695 ",0, 2.4 , 47.7 
128561844,QEP,"186,000",47.8,-102.9,1," 9,781 ",0, 2.7 , 68.3 
128226553,Whiting,"76,000",48.1,-103.2,1," 9,187 ",0, 2.6 , 49.5 
128184263,XTO,"126,000",47.6,-103.0,1," 8,855 ",0, 2.5 , 56.0 
128226365,Hess,"121,000",48.0,-103.3,1," 7,385 ",0, 2.1 , 36.4 
128275685,Continental,"117,000",48.0,-103.4,1," 8,422 ",0, 2.3 , 48.0 
128349348,XTO,"120,000",47.8,-103.3,1," 9,373 ",1, 2.6 , 71.6 
128359469,XTO,"121,000",48.1,-103.2,1," 9,498 ",0, 2.6 , 77.9 
128176318,Hess,"103,000",48.2,-102.8,1," 10,400 ",0, 2.9 , 74.0 
128771639,Hess,"97,000",48.1,-102.7,1," 9,613 ",0, 2.7 , 39.5 
128731799,Marathon,"161,000",48.0,-102.6,0," 10,118 ",0, 2.8 , 51.0 
128530481,Lime Rock,"133,000",48.2,-102.4,1," 8,784 ",0, 2.5 , 35.9 
128275345,Marathon,"173,000",47.8,-102.5,1," 9,390 ",0, 2.6 , 46.9 
128122850,Marathon,"69,000",47.6,-102.7,0," 8,840 ",0, 2.5 , 24.6 
128261457,Continental,"56,000",48.3,-103.2,0," 9,580 ",0, 2.7 , 51.5 
128901116,Marathon,"106,000",47.5,-102.8,1," 9,990 ",0, 2.8 , 31.1 
128667657,Whiting,"101,000",48.0,-102.4,1," 3,752 ",1, 1.1 , 87.7 
128349616,Marathon,"104,000",47.4,-102.7,1," 9,434 ",0, 2.7 , 28.3 
128199769,HRC,"85,000",47.6,-102.7,1," 9,804 ",0, 2.8 , 65.1 
128593507,Marathon,"66,000",47.4,-102.6,0," 9,676 ",0, 2.7 , 47.0 
128275727,Continental,"168,000",48.0,-103.4,1," 12,492 ",0, 3.5 , 75.4 
128359871,Marathon,"178,000",47.8,-102.5,1," 9,571 ",0, 2.7 , 48.1 
129014856,Hess,"60,000",48.3,-102.7,0," 9,364 ",0, 2.6 , 58.7 
128150750,SM Energy,"66,000",48.0,-103.2,1," 9,891 ",0, 2.8 , 75.1 
128349519,QEP,"126,000",47.8,-102.5,0," 8,246 ",0, 2.3 , 38.5 
129027120,Hess,"78,000",48.3,-102.6,1," 8,498 ",0, 2.4 , 36.8 
128261069,Slawson,"128,000",47.9,-102.5,0," 9,519 ",0, 2.7 , 35.4 
128122361,Marathon,"146,000",47.8,-102.6,1," 10,200 ",0, 2.9 , 29.5 
128176111,Continental,"72,000",48.0,-103.4,0," 9,430 ",0, 2.7 , 61.1 
128243930,Hess,"97,000",47.6,-102.9,0," 4,434 ",0, 1.3 , 38.3 
128801111,Whiting,"61,000",48.2,-102.5,0," 8,054 ",0, 2.3 , 62.6 
128199590,XTO,"132,000",47.8,-102.9,0," 9,246 ",0, 2.6 , 65.4 
128213105,XTO,"51,000",48.2,-103.1,1," 9,543 ",0, 2.7 , 60.0 
128226629,Marathon,"45,000",47.8,-102.2,1," 10,062 ",0, 2.8 , 46.4 
128176594,Continental,"94,000",48.2,-103.1,1," 9,489 ",0, 2.7 , 57.2 
128561688,Marathon,"88,000",47.9,-102.5,0," 9,678 ",0, 2.7 , 47.0 
128176648,Marathon,"151,000",47.8,-102.6,0," 10,099 ",0, 2.9 , 45.7 
128497268,Newfield,"98,000",48.0,-103.0,1," 10,857 ",0, 3.1 , 44.5 
128561815,Continental,"96,000",47.5,-102.9,0," 9,451 ",0, 2.7 , 63.4 
128359554,Continental,"115,000",47.9,-103.3,0," 9,617 ",0, 2.7 , 59.3 
128213469,Marathon,"126,000",47.8,-102.6,1," 9,862 ",0, 2.8 , 25.8 
128199559,Hess,"100,000",48.3,-103.0,1," 9,995 ",0, 2.8 , 75.5 
128593418,Kaiser-Francis,"88,000",48.1,-102.5,1," 8,769 ",0, 2.5 , 42.3 
128349552,SM Energy,"77,000",47.9,-103.4,0," 10,052 ",0, 2.9 , 74.1 
128226332,Whiting,"94,000",48.0,-102.4,1," 6,476 ",0, 1.8 , 24.2 
128212795,QEP,"86,000",47.6,-102.4,0," 10,104 ",0, 2.9 , 37.4 
128479622,Marathon,"53,000",47.5,-102.4,1," 9,023 ",0, 2.6 , 43.0 
128561641,Whiting,"101,000",48.1,-102.3,1," 9,158 ",0, 2.6 , 27.3 
128593627,Marathon,"99,000",47.4,-102.6,1," 9,255 ",0, 2.6 , 299.6 
128479380,QEP,"73,000",47.8,-102.4,1," 10,619 ",0, 3.0 , 49.3 
128226609,Marathon,"140,000",47.9,-102.5,1," 9,446 ",0, 2.7 , 26.3 
128531119,Lime Rock,"85,000",48.2,-102.4,1," 8,371 ",0, 2.4 , 34.4 
128132981,Marathon,"120,000",47.9,-102.6,0," 9,436 ",0, 2.7 , 28.3 
128132748,Marathon,"165,000",47.9,-102.6,1," 9,761 ",0, 2.8 , 27.8 
128176106,Marathon,"33,000",47.4,-102.5,0," 9,375 ",0, 2.7 , 27.8 
128983998,Hess,"109,000",48.2,-103.3,1," 9,587 ",0, 2.7 , 39.2 
128637350,Whiting,"75,000",48.0,-102.5,1," 6,518 ",0, 1.9 , 36.4 
128644464,Marathon,"71,000",47.8,-102.5,0," 9,443 ",0, 2.7 , 45.6 
128479339,WPX,"117,000",47.5,-102.4,1," 9,976 ",0, 2.9 , 53.8 
128359410,QEP,"106,000",47.7,-102.4,1," 10,022 ",0, 2.9 , 45.5 
128628795,XTO,"82,000",48.3,-103.0,1," 10,001 ",0, 2.9 , 79.6 
128243921,XTO,"122,000",47.7,-102.9,1," 9,249 ",0, 2.7 , 56.0 
128530459,Zavanna,"166,000",48.2,-103.5,1," 9,406 ",1, 2.7 , 182.7 
128611223,XTO,"72,000",48.3,-103.0,1," 9,473 ",0, 2.7 , 77.9 
128637359,Continental,"84,000",48.0,-103.4,0," 9,586 ",0, 2.8 , 55.0 
128349208,QEP,"120,000",47.8,-102.5,0," 9,328 ",0, 2.7 , 42.5 
128611234,Whiting,"83,000",48.0,-102.6,0," 8,301 ",0, 2.4 , 52.4 
128732091,Marathon,"101,000",47.9,-102.6,0," 9,484 ",0, 2.7 , 48.8 
128530437,Arsenal,"96,000",48.3,-102.3,1," 8,900 ",0, 2.6 , 54.5 
128801462,Lime Rock,"30,000",48.3,-102.4,0," 5,544 ",0, 1.6 , 32.6 
128771443,Hess,"75,000",48.2,-102.8,1," 9,136 ",0, 2.6 , 44.3 
128184128,Marathon,"79,000",47.8,-102.6,0," 9,240 ",0, 2.7 , 26.4 
128212844,Continental,"108,000",48.0,-103.3,0," 9,448 ",0, 2.7 , 59.1 
128593475,Marathon,"141,000",47.9,-102.5,0," 9,497 ",0, 2.7 , 51.9 
128261466,Continental,"99,000",48.3,-103.4,1," 9,560 ",0, 2.8 , 51.1 
128275702,Marathon,"123,000",47.9,-102.5,1," 9,538 ",0, 2.7 , 27.1 
128199982,XTO,"102,000",47.9,-103.4,1," 6,685 ",0, 1.9 , 41.4 
128593477,Marathon,"185,000",47.9,-102.5,1," 9,805 ",0, 2.8 , 45.6 
128184241,Continental,"93,000",48.0,-103.3,0," 9,804 ",0, 2.8 , 54.7 
128349551,QEP,"71,000",47.8,-102.5,0," 8,107 ",0, 2.3 , 39.0 
128213102,WPX,"81,000",47.7,-102.7,1," 9,882 ",0, 2.8 , 54.8 
128900823,Hess,"92,000",48.1,-103.3,1," 8,976 ",0, 2.6 , 41.5 
128545314,Marathon,"97,000",47.8,-102.5,0," 9,458 ",0, 2.7 , 47.6 
128771209,Lime Rock,"68,000",48.2,-102.4,1," 6,745 ",0, 1.9 , 25.1 
128243894,Hess,"102,000",48.1,-103.3,1," 9,956 ",0, 2.9 , 42.2 
128561638,Whiting,"89,000",48.1,-102.4,1," 9,848 ",0, 2.8 , 35.4 
128666992,Marathon,"115,000",47.8,-102.5,0," 9,579 ",0, 2.8 , 48.1 
128213132,Continental,"97,000",48.0,-103.3,0," 9,416 ",0, 2.7 , 59.0 
128275438,QEP,"39,000",47.7,-102.3,0," 12,141 ",0, 3.5 , 47.7 
128275665,Continental,"48,000",48.0,-103.4,0," 8,301 ",0, 2.4 , 49.3 
128593454,XTO,"21,000",48.2,-103.1,0," 9,185 ",0, 2.7 , 75.2 
128644733,Continental,"47,000",48.1,-103.7,0," 12,625 ",0, 3.6 , 83.5 
128275207,Hess,"61,000",48.2,-102.6,1," 5,414 ",0, 1.6 , 29.0 
128261187,Statoil,"54,000",48.0,-103.2,0," 9,495 ",0, 2.7 , 73.6 
128914763,Hess,"105,000",47.9,-102.8,0," 10,433 ",0, 3.0 , 58.1 
128914721,Hess,"129,000",48.0,-102.9,0," 9,390 ",0, 2.7 , 46.3 
128545614,Whiting,"134,000",48.1,-102.4,1," 9,678 ",0, 2.8 , 36.3 
128561727,XTO,"78,000",48.2,-102.8,1," 9,765 ",0, 2.8 , 67.5 
128628672,Marathon,"149,000",47.9,-102.6,0," 9,531 ",0, 2.8 , 50.1 
128349156,SM Energy,"96,000",47.9,-103.4,1," 10,070 ",0, 2.9 , 74.2 
128593292,XTO,"60,000",48.2,-103.1,1," 9,896 ",0, 2.9 , 79.4 
128176244,Newfield,"92,000",47.8,-103.3,1," 10,099 ",0, 2.9 , 53.9 
128176296,Marathon,"124,000",47.9,-102.5,0," 9,379 ",0, 2.7 , 33.9 
128644483,XTO,"171,000",48.0,-103.1,0," 10,585 ",0, 3.1 , 82.8 
128901531,Hess,"82,000",48.2,-102.6,1," 12,312 ",0, 3.6 , 51.0 
128359612,QEP,"113,000",47.7,-102.4,1," 9,382 ",0, 2.7 , 42.7 
128176576,Petro-Hunt,"140,000",48.0,-102.9,0," 9,368 ",0, 2.7 , 55.3 
128545112,Marathon,"94,000",47.9,-102.5,0," 9,417 ",0, 2.7 , 47.2 
128150777,XTO,"93,000",48.3,-103.1,1," 9,408 ",0, 2.7 , 68.6 
128531135,QEP,"141,000",47.7,-102.5,1," 9,969 ",0, 2.9 , 48.2 
128212849,Continental,"101,000",47.9,-103.5,1," 9,587 ",0, 2.8 , 55.8 
128644602,Marathon,"151,000",47.8,-102.5,1," 9,746 ",0, 2.8 , 50.0 
128261064,Continental,"101,000",47.9,-103.1,0," 9,670 ",0, 2.8 , 65.1 
128562340,XTO,"69,000",48.2,-102.8,1," 9,314 ",0, 2.7 , 60.6 
128176676,HRC,"172,000",47.6,-102.7,1," 9,991 ",0, 2.9 , 80.0 
128667699,XTO,"71,000",47.8,-103.4,0," 9,565 ",0, 2.8 , 83.9 
128349309,SM Energy,"90,000",47.8,-103.3,0," 9,750 ",0, 2.8 , 75.2 
128349209,QEP,"199,000",47.8,-102.5,1," 8,523 ",0, 2.5 , 39.7 
128562381,QEP,"129,000",47.7,-102.5,0," 9,487 ",0, 2.8 , 71.4 
128943607,Hess,"135,000",48.2,-103.3,1," 10,281 ",0, 3.0 , 46.4 
128667065,QEP,"134,000",47.7,-102.9,0," 4,736 ",0, 1.4 , 33.2 
128176130,Hess,"149,000",48.2,-102.9,1," 9,222 ",0, 2.7 , 55.5 
128914735,Hess,"70,000",48.2,-102.6,1," 9,353 ",0, 2.7 , 40.5 
128243578,Petro-Hunt,"144,000",48.0,-103.0,1," 9,909 ",0, 2.9 , 56.8 
128243471,Hunt,"94,000",48.1,-102.2,1," 10,143 ",0, 3.0 , 47.5 
128801830,Hess,"96,000",48.2,-102.6,1," 9,327 ",0, 2.7 , 42.7 
128801348,Marathon,"100,000",47.4,-102.7,1," 9,782 ",0, 2.9 , 31.7 
128983995,ConocoPhillips,"68,000",47.5,-102.8,0," 9,858 ",0, 2.9 , 65.0 
128637668,Continental,"13,000",48.0,-103.4,0," 9,467 ",0, 2.8 , 48.8 
128176152,EOG,"99,000",47.9,-102.8,1," 7,769 ",0, 2.3 , 57.3 
128771258,Marathon,"131,000",47.6,-102.5,0," 9,659 ",0, 2.8 , 63.2 
128199751,Marathon,"114,000",47.9,-102.6,1," 9,592 ",0, 2.8 , 37.3 
128561849,QEP,"135,000",47.8,-102.9,0," 9,798 ",0, 2.9 , 70.6 
128593235,QEP,"112,000",47.8,-102.8,1," 9,445 ",0, 2.8 , 62.0 
128575199,Marathon,"111,000",47.9,-102.5,0," 9,418 ",0, 2.8 , 48.3 
128335475,Marathon,"163,000",47.8,-102.5,0," 9,650 ",0, 2.8 , 46.9 
128531102,QEP,"127,000",47.7,-102.5,1," 10,116 ",0, 3.0 , 50.8 
128530390,Marathon,"107,000",47.8,-102.5,0," 8,914 ",0, 2.6 , 46.7 
128275400,Continental,"140,000",47.9,-103.3,1," 9,257 ",0, 2.7 , 57.9 
128261126,Continental,"68,000",47.5,-102.9,1," 9,511 ",0, 2.8 , 50.6 
128829570,Marathon,"122,000",47.8,-102.6,0," 9,588 ",0, 2.8 , 33.4 
128335277,QEP,"117,000",47.8,-102.4,0," 9,677 ",0, 2.8 , 48.5 
128562005,XTO,"71,000",48.2,-103.1,1," 9,442 ",0, 2.8 , 76.5 
128594037,XTO,"53,000",48.2,-103.1,0," 9,386 ",0, 2.8 , 79.1 
128732086,Marathon,"171,000",47.9,-102.6,1," 9,726 ",0, 2.9 , 47.2 
129026876,Whiting,"85,000",48.0,-102.5,1," 10,091 ",0, 3.0 , 69.0 
128561875,Whiting,"154,000",48.1,-102.4,1," 9,652 ",0, 2.8 , 34.6 
128629162,Whiting,"84,000",48.1,-102.4,0," 9,846 ",0, 2.9 , 66.1 
128801193,Marathon,"65,000",47.5,-102.8,0," 10,028 ",0, 2.9 , 55.4 
128593224,Continental,"63,000",48.2,-102.7,0," 9,752 ",0, 2.9 , 55.6 
128562392,XTO,"63,000",48.2,-103.1,0," 9,300 ",0, 2.7 , 76.3 
129043499,Hunt,"109,000",47.4,-102.5,1," 8,644 ",0, 2.5 , 61.3 
128530474,QEP,"76,000",47.8,-102.3,1," 9,769 ",0, 2.9 , 50.4 
128212796,QEP,"97,000",47.6,-102.4,1," 9,129 ",0, 2.7 , 35.0 
128562317,Whiting,"85,000",48.0,-102.5,0," 6,141 ",0, 1.8 , 26.8 
128479613,Continental,"123,000",48.0,-103.5,1," 9,806 ",0, 2.9 , 52.7 
128900967,Marathon,"55,000",47.4,-102.7,0," 9,859 ",0, 2.9 , 46.3 
128199705,Hess,"97,000",48.2,-102.7,1," 9,927 ",0, 2.9 , 51.2 
128593456,QEP,"141,000",47.8,-102.9,1," 9,981 ",0, 2.9 , 58.0 
128731575,Continental,"106,000",48.1,-103.6,1," 9,118 ",0, 2.7 , 62.4 
128150702,Hess,"222,000",48.2,-102.9,1," 10,929 ",0, 3.2 , 104.2 
128497111,QEP,"101,000",47.7,-102.5,1," 9,946 ",0, 2.9 , 48.4 
128349177,Slawson,"102,000",47.8,-103.3,1," 8,895 ",0, 2.6 , 43.9 
128594072,Whiting,"107,000",48.1,-102.5,1," 6,922 ",0, 2.0 , 26.7 
128575116,Marathon,"48,000",47.4,-102.6,0," 9,096 ",0, 2.7 , 48.0 
128628885,Newfield,"111,000",47.8,-103.3,1," 10,292 ",0, 3.0 , 65.6 
128984028,Hess,"75,000",48.2,-102.7,1," 11,312 ",0, 3.3 , 49.7 
128637310,Continental,"19,000",48.0,-103.4,0," 9,308 ",0, 2.8 , 55.9 
128516997,Marathon,"196,000",47.8,-102.5,1," 9,348 ",0, 2.8 , 46.8 
128629167,Statoil,"41,000",48.1,-103.2,0," 9,590 ",0, 2.8 , 64.9 
128226362,Hess,"82,000",48.2,-102.6,1," 8,995 ",0, 2.7 , 57.9 
128261130,WPX,"194,000",47.7,-102.5,1," 9,822 ",0, 2.9 , 50.1 
129015089,Hess,"134,000",48.0,-103.0,0," 8,606 ",0, 2.6 , 40.2 
128561896,XTO,"144,000",47.9,-103.2,1," 9,610 ",0, 2.9 , 76.5 
128771366,Marathon,"93,000",47.6,-102.5,0," 9,736 ",0, 2.9 , 59.7 
128562312,Continental,"67,000",48.0,-102.7,1," 4,921 ",0, 1.5 , 25.3 
128637254,Continental,"142,000",48.0,-103.4,1," 9,395 ",0, 2.8 , 57.7 
128275205,HRC,"112,000",48.0,-102.6,0," 9,687 ",0, 2.9 , 64.6 
128275337,Continental,"84,000",47.9,-103.3,0," 9,778 ",0, 2.9 , 70.6 
128561687,Marathon,"161,000",47.9,-102.5,1," 9,419 ",0, 2.8 , 43.8 
129097140,Whiting,"76,000",48.1,-103.3,1," 10,811 ",0, 3.2 , 51.0 
128561874,Marathon,"119,000",47.9,-102.5,0," 9,292 ",0, 2.8 , 46.8 
128667018,QEP,"166,000",47.7,-102.9,1," 4,609 ",0, 1.4 , 29.3 
128562372,Marathon,"135,000",47.8,-102.5,1," 9,777 ",0, 2.9 , 44.1 
128644570,XTO,"107,000",47.8,-103.4,1," 9,411 ",0, 2.8 , 82.0 
128479859,Marathon,"12,000",47.5,-102.4,1," 10,042 ",0, 3.0 , 55.0 
128122459,Marathon,"34,000",47.8,-102.2,1," 9,369 ",0, 2.8 , 28.3 
128545587,Lime Rock,"69,000",48.2,-102.5,1," 6,430 ",0, 1.9 , 27.0 
128943877,Hess,"107,000",48.2,-102.8,1," 11,889 ",0, 3.6 , 50.1 
128593420,WPX,"91,000",47.8,-102.5,0," 9,934 ",0, 3.0 , 65.7 
128359897,QEP,"114,000",47.7,-102.4,0," 10,099 ",0, 3.0 , 47.0 
128801334,Whiting,"106,000",48.0,-102.6,0," 7,196 ",0, 2.2 , 51.6 
128637311,Continental,"28,000",48.0,-103.4,0," 9,387 ",0, 2.8 , 52.9 
128199701,WPX,"227,000",47.6,-102.5,1," 10,015 ",0, 3.0 , 51.6 
128261761,Statoil,"50,000",48.3,-102.5,1," 9,351 ",0, 2.8 , 51.4 
128176272,Continental,"83,000",48.0,-103.3,0," 9,476 ",0, 2.8 , 58.5 
128479924,QEP,"181,000",47.8,-102.8,1," 9,535 ",0, 2.9 , 48.2 
128479614,SM Energy,"88,000",47.8,-103.2,1," 10,049 ",0, 3.0 , 76.1 
128275336,SM Energy,"92,000",47.8,-103.3,0," 10,038 ",0, 3.0 , 71.8 
128644757,Whiting,"58,000",48.3,-103.1,0," 10,130 ",0, 3.0 , 78.4 
128531125,XTO,"164,000",47.9,-103.2,1," 9,377 ",0, 2.8 , 77.9 
128943809,Hess,"82,000",48.2,-103.3,0," 9,989 ",0, 3.0 , 51.1 
128261378,HRC,"79,000",47.6,-102.7,0," 8,185 ",0, 2.5 , 62.0 
128943805,Marathon,"151,000",47.4,-102.6,1," 10,265 ",0, 3.1 , 51.8 
128644575,Whiting,"153,000",48.1,-102.3,1," 7,452 ",0, 2.2 , 50.1 
128637232,Marathon,"88,000",47.4,-102.7,0," 9,390 ",0, 2.8 , 45.9 
128644566,Whiting,"97,000",48.2,-102.6,1," 9,264 ",0, 2.8 , 68.8 
128497482,QEP,"97,000",47.7,-102.5,1," 9,941 ",0, 3.0 , 47.4 
128593512,Marathon,"164,000",47.9,-102.5,1," 9,513 ",0, 2.9 , 46.3 
129014585,Zavanna,"166,000",48.1,-103.4,1," 9,185 ",0, 2.8 , 67.8 
128243896,Petro-Hunt,"103,000",47.9,-102.9,1," 9,532 ",0, 2.9 , 62.7 
128479841,XTO,"133,000",47.8,-103.2,1," 9,168 ",0, 2.8 , 77.1 
128516918,QEP,"148,000",47.8,-102.8,1," 9,814 ",0, 3.0 , 46.8 
128561800,XTO,"118,000",47.9,-103.2,0," 9,394 ",0, 2.8 , 80.1 
128261411,WPX,"111,000",47.8,-102.4,1," 9,652 ",0, 2.9 , 48.3 
128176635,Newfield,"58,000",47.8,-103.3,0," 9,778 ",1, 3.0 , 57.1 
128517337,Continental,"47,000",48.2,-103.2,0," 9,345 ",0, 2.8 , 60.2 
128349157,Continental,"150,000",48.1,-102.8,0," 9,359 ",0, 2.8 , 50.7 
128644526,Hess,"93,000",48.2,-102.7,0," 8,587 ",0, 2.6 , 40.4 
128943803,Marathon,"140,000",47.6,-102.7,1," 9,806 ",0, 3.0 , 53.2 
128637125,Whiting,"47,000",48.1,-102.6,1," 6,010 ",0, 1.8 , 44.7 
128517373,QEP,"142,000",47.8,-102.8,1," 9,846 ",0, 3.0 , 47.2 
128944065,Whiting,"306,000",48.0,-103.1,0," 10,413 ",0, 3.2 , 51.8 
128667715,Marathon,"61,000",47.4,-102.7,0," 9,783 ",0, 3.0 , 40.7 
128243620,Whiting,"88,000",48.2,-102.5,1," 6,176 ",0, 1.9 , 25.1 
128801173,Hess,"100,000",48.1,-102.6,1," 10,132 ",0, 3.1 , 43.2 
128943664,Hess,"115,000",48.2,-102.8,0," 10,610 ",0, 3.2 , 50.2 
128200077,QEP,"51,000",47.7,-102.2,1," 6,666 ",0, 2.0 , 25.9 
128901542,Hess,"83,000",48.2,-102.6,0," 11,902 ",0, 3.6 , 74.1 
128479564,XTO,"136,000",47.8,-103.2,1," 9,567 ",0, 2.9 , 75.5 
128349300,Enerplus,"103,000",47.7,-102.6,1," 9,695 ",0, 3.0 , 67.0 
128497270,XTO,"77,000",47.7,-102.4,1," 10,093 ",0, 3.1 , 57.7 
128594098,Hess,"120,000",48.2,-102.6,1," 7,671 ",0, 2.3 , 38.9 
128176108,SM Energy,"114,000",48.1,-103.7,1," 9,968 ",0, 3.0 , 77.3 
128984496,Hess,"176,000",48.1,-102.7,0," 11,746 ",0, 3.6 , 58.7 
129014591,Marathon,"78,000",47.9,-102.5,0," 9,720 ",0, 3.0 , 45.4 
128829568,Marathon,"60,000",47.5,-102.8,0," 9,765 ",0, 3.0 , 54.7 
128176633,Whiting,"96,000",48.1,-102.5,1," 5,739 ",0, 1.8 , 24.5 
128176627,HRC,"86,000",47.6,-102.7,0," 9,259 ",0, 2.8 , 72.0 
128628847,Whiting,"139,000",48.1,-102.4,1," 9,601 ",0, 2.9 , 69.4 
128829297,Marathon,"64,000",47.5,-102.8,0," 9,852 ",0, 3.0 , 53.3 
128667281,Continental,"122,000",48.0,-103.3,1," 9,653 ",0, 3.0 , 64.1 
128530623,SM Energy,"114,000",47.8,-103.2,0," 10,020 ",0, 3.1 , 81.0 
128349520,Continental,"75,000",48.1,-103.6,0," 9,708 ",0, 3.0 , 53.5 
128497271,QEP,"97,000",47.7,-102.5,0," 9,969 ",0, 3.1 , 47.4 
128914707,Hess,"75,000",48.2,-102.6,0," 11,688 ",0, 3.6 , 63.6 
128176585,Hess,"153,000",48.1,-103.4,1," 10,007 ",0, 3.1 , 50.2 
128545219,Continental,"41,000",48.2,-103.2,0," 9,607 ",0, 2.9 , 62.1 
128901502,Marathon,"140,000",47.8,-102.6,0," 9,752 ",0, 3.0 , 48.4 
128213147,Hess,"121,000",48.0,-103.4,1," 9,442 ",0, 2.9 , 45.1 
128953007,Marathon,"143,000",47.4,-102.6,1," 9,777 ",0, 3.0 , 50.2 
128184225,HRC,"99,000",47.6,-102.7,1," 9,001 ",0, 2.8 , 68.8 
128359635,HRC,"50,000",47.6,-102.6,0," 9,919 ",0, 3.0 , 66.2 
128545043,SM Energy,"125,000",47.8,-103.2,0," 10,055 ",0, 3.1 , 80.0 
128943700,Hess,"92,000",48.2,-102.8,0," 11,535 ",0, 3.5 , 54.8 
128359662,Continental,"25,000",48.1,-103.7,1," 9,099 ",0, 2.8 , 43.5 
128914648,Hess,"161,000",48.0,-102.9,1," 9,822 ",0, 3.0 , 39.7 
128497444,QEP,"114,000",47.7,-102.5,0," 9,839 ",0, 3.0 , 48.4 
128593474,Marathon,"132,000",47.9,-102.5,0," 9,545 ",0, 2.9 , 51.3 
128243591,Statoil,"77,000",48.3,-102.5,1," 9,126 ",0, 2.8 , 42.9 
128900832,Marathon,"76,000",47.4,-102.7,1," 9,711 ",0, 3.0 , 26.7 
128953038,Marathon,"90,000",47.6,-102.7,0," 9,911 ",0, 3.0 , 53.6 
128637309,Continental,"104,000",48.0,-103.4,1," 9,363 ",0, 2.9 , 49.3 
128943663,Hess,"109,000",48.2,-102.7,1," 10,859 ",0, 3.3 , 51.3 
128593221,Kaiser-Francis,"77,000",48.1,-102.5,1," 8,234 ",0, 2.5 , 35.2 
128243848,HRC,"120,000",48.0,-102.6,1," 9,597 ",0, 3.0 , 66.0 
128497211,QEP,"95,000",47.8,-102.8,0," 9,785 ",0, 3.0 , 49.8 
128122285,XTO,"138,000",47.8,-103.2,1," 9,412 ",0, 2.9 , 63.7 
128479796,XTO,"137,000",47.8,-103.2,0," 9,533 ",0, 2.9 , 80.2 
128644595,Marathon,"120,000",47.4,-102.7,1," 8,356 ",0, 2.6 , 43.2 
128359442,Marathon,"15,000",47.4,-102.4,1," 8,755 ",0, 2.7 , 61.2 
129083269,Whiting,"59,000",48.1,-103.3,1," 9,033 ",0, 2.8 , 51.5 
128637237,Whiting,"81,000",48.2,-102.5,0," 8,858 ",0, 2.7 , 66.5 
128335291,Petro-Hunt,"62,000",48.1,-102.8,1," 9,360 ",0, 2.9 , 74.6 
128637662,Statoil,"107,000",48.3,-103.7,1," 9,504 ",0, 2.9 , 73.7 
128200033,Petro-Hunt,"134,000",48.0,-102.9,1," 9,546 ",0, 3.0 , 59.7 
128335462,ConocoPhillips,"101,000",48.0,-102.9,0," 9,153 ",0, 2.8 , 47.2 
128226264,WPX,"101,000",47.8,-102.4,1," 9,599 ",0, 3.0 , 53.3 
128801801,Marathon,"73,000",47.4,-102.7,0," 9,600 ",0, 3.0 , 48.8 
128953183,Oasis,"42,000",48.3,-103.7,0," 9,762 ",0, 3.0 , 73.0 
129110182,Whiting,"55,000",48.2,-103.2,0," 9,878 ",0, 3.1 , 56.1 
128900939,Marathon,"133,000",47.8,-102.6,0," 9,462 ",0, 2.9 , 49.0 
128243861,Statoil,"118,000",48.2,-102.6,1," 10,163 ",0, 3.2 , 58.6 
128176081,Hess,"125,000",48.2,-102.9,1," 10,303 ",0, 3.2 , 86.5 
128530435,SM Energy,"111,000",47.8,-103.2,0," 10,004 ",0, 3.1 , 78.2 
128497455,QEP,"102,000",47.8,-102.8,1," 9,788 ",0, 3.0 , 48.7 
128243546,Hess,"52,000",48.1,-102.6,1," 5,284 ",0, 1.6 , 29.6 
128226610,Kaiser-Francis,"94,000",48.1,-102.5,1," 5,750 ",0, 1.8 , 25.7 
128732055,QEP,"186,000",47.6,-102.5,0," 9,921 ",0, 3.1 , 77.5 
128829888,Marathon,"144,000",47.8,-102.6,0," 9,385 ",0, 2.9 , 47.9 
